,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h
334,11,30,3.7,2.6,4.8,5.9,3.9,5.0,4.1,,,,
335,12,1,0.6,-0.4,2.5,4.4,0.8,3.5,3.1,70,76,65,70
336,12,2,0.9,0.7,2.0,3.1,1.5,2.8,0.9,75,80,59,85
337,12,3,0.5,-0.5,2.6,4.7,2.0,4.1,1.4,71,81,58,75
338,12,4,-2.0,-5.6,1.3,4.5,0.7,1.1,4.4,88,84,98,82
339,12,5,1.6,1.4,3.5,5.3,2.7,4.9,1.6,82,77,71,97
340,12,6,-0.6,-3.3,1.6,3.7,-0.3,3.4,-0.6,79,97,69,70
341,12,7,-3.7,-5.8,-1.5,0.7,-3.4,-0.4,-2.6,79,83,65,88
342,12,8,-4.8,-6.1,-3.3,-1.7,-4.6,-2.1,-2.5,72,83,67,65
343,12,9,-4.0,-5.3,-2.0,0.0,-3.9,-0.3,-0.9,,,,
344,12,10,-1.5,-1.7,1.8,5.0,2.2,4.3,2.9,79,89,72,76
345,12,11,-1.8,0.0,0.6,3.0,0.8,-1.7,-1.0,85,95,86,74
346,12,12,-4.3,-5.0,-2.7,-1.0,-3.9,-2.3,-3.7,65,69,61,64
347,12,13,-6.5,-9.3,-4.5,-2.5,-6.3,-3.0,-5.5,80,89,68,82
348,12,14,-6.5,-9.6,-3.4,-0.2,-5.0,-0.6,-2.0,87,85,82,93
349,12,15,-2.4,-4.7,0.8,3.9,1.7,2.4,2.1,98,98,97,100
350,12,16,0.9,-0.6,3.0,5.1,1.6,4.2,3.6,97,99,95,97
351,12,17,1.3,0.4,2.7,4.0,1.5,2.8,2.9,100,99,100,100
352,12,18,2.0,1.9,2.8,3.6,2.4,2.9,2.9,97,97,95,98
353,12,19,2.5,1.7,3.6,4.6,3.6,4.5,4.2,88,89,88,87
354,12,20,,,,,,,,79,80,66,90
355,12,21,-1.4,-4.4,-0.5,0.4,-0.3,-0.1,-0.5,95,94,96,94
356,12,22,-1.3,-1.3,-0.5,0.4,-1.2,-0.3,0.4,92,96,88,92
357,12,23,-0.3,0.0,0.4,1.1,0.2,-0.1,0.2,98,97,98,99
358,12,24,0.1,0.0,0.7,1.2,0.5,1.1,0.4,99,99,99,99
359,12,25,0.1,0.1,0.8,1.5,0.3,1.1,1.4,99,99,99,99
360,12,26,-0.1,-1.7,4.3,8.6,1.2,3.6,8.4,87,97,95,68
361,12,27,3.4,-0.3,7.6,11.8,4.2,11.1,4.7,73,77,56,86
362,12,28,1.1,-0.1,4.8,8.5,7.1,4.4,1.6,,,,
363,12,29,-2.9,-5.2,0.2,3.3,-2.6,2.8,0.6,84,93,72,88
364,12,30,-2.1,-4.5,0.5,3.0,-1.5,2.7,1.6,80,87,73,80
365,12,31,-2.0,-4.6,2.2,6.4,-1.2,5.7,0.0,88,98,70,96
