,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h
331,11,27,5.1,7.1,7.6,10.1,7.9,8.0,5.3,71,77,73,63
332,11,28,0.6,-0.3,3.0,5.3,1.2,3.0,0.6,65,69,62,64
333,11,29,-1.9,-4.1,0.5,2.9,-1.8,2.4,-0.1,66,77,56,64
334,11,30,-2.9,-7.2,0.7,4.3,-2.5,4.0,3.9,57,70,47,53
335,12,1,0.8,0.1,3.0,5.2,1.5,5.1,5.1,73,92,62,64
336,12,2,3.2,4.2,4.7,6.2,5.6,5.7,3.2,66,72,60,65
337,12,3,-1.2,-5.2,1.6,4.3,-0.9,4.0,-1.1,,,,
338,12,4,-4.8,-9.0,-2.0,0.8,-4.6,0.6,-2.5,89,94,80,93
339,12,5,-3.6,-7.1,-1.9,-0.1,-3.4,-0.3,-3.0,89,92,84,92
340,12,6,-3.1,-7.1,-1.1,0.9,-1.8,0.7,-0.8,83,91,75,82
341,12,7,-2.2,-5.4,0.8,3.8,-1.7,3.4,0.1,82,91,70,86
342,12,8,-2.2,-5.4,-1.0,0.2,-1.4,-0.5,-1.1,92,94,89,94
343,12,9,-2.8,-3.5,4.3,11.4,-2.7,9.9,8.1,67,100,39,62
344,12,10,6.6,2.2,10.2,13.7,8.7,12.7,10.5,59,66,50,61
345,12,11,6.9,1.3,8.8,10.7,7.8,8.7,7.1,63,49,66,73
346,12,12,4.4,3.4,6.1,7.7,5.7,7.0,4.4,79,79,81,76
347,12,13,-3.9,-7.2,0.3,4.4,-3.8,1.5,-0.8,66,78,48,72
348,12,14,-1.8,-3.2,0.0,1.8,-0.9,0.7,1.5,87,80,88,93
349,12,15,1.1,-0.9,3.2,5.3,2.0,3.6,2.6,72,76,72,67
350,12,16,-0.8,-3.4,1.3,3.4,-0.5,3.1,-0.8,83,91,69,90
351,12,17,-3.6,-7.3,-2.0,-0.4,-2.6,-0.7,-1.6,91,94,87,92
352,12,18,-2.0,-5.4,-0.1,1.9,-0.1,1.8,0.9,89,88,84,94
353,12,19,-0.6,-0.5,0.2,0.9,-0.5,0.5,-0.3,95,96,94,94
354,12,20,-3.4,-2.2,-1.9,-0.3,-2.6,-2.8,-3.3,98,98,98,97
355,12,21,-3.9,-3.6,-3.5,-3.0,-3.7,-3.1,-3.2,96,96,97,96
356,12,22,-3.9,-3.6,-3.3,-2.7,-3.7,-3.2,-2.8,93,95,92,92
357,12,23,-3.0,-2.7,-0.6,1.9,-2.6,1.7,0.6,93,95,91,93
358,12,24,-0.2,-0.1,3.2,6.6,-0.2,4.1,6.6,88,96,82,86
359,12,25,5.6,2.7,7.1,8.6,6.2,7.9,8.6,75,79,73,72
360,12,26,8.5,6.9,10.4,12.2,9.9,11.7,10.5,75,76,74,76
361,12,27,3.8,2.2,7.2,10.5,4.1,5.8,5.1,66,67,60,71
362,12,28,,,,,,,,76,90,71,68
363,12,29,,,,,,,,,,,
364,12,30,-5.3,-8.9,-1.4,2.5,-5.1,2.1,-1.9,,,,
365,12,31,-6.1,-9.7,-1.0,4.1,-5.8,3.6,-1.1,79,94,57,85
